,age,agePerEdit,anonymousEditorRate,ari,auxiliaryVerbRate,bormuth,brokenLinkCount,categoryCount,characterCount,colemanLiauIndex,complexWordRate,conjunctionRate,currency,daleChall,difficultWordRate,discussionEditCount,easyWordRate,editCount,editorCount,editorRate,editsPerEditor,externalLinkCount,externalLinksPerSection,fileCount,fleschKincaidGradeLevel,fleschReadingEase,forcastGradeLevel,gunningFogIndex,headingCount,imageCount,imagesPerSection,inLinkCount,informationToNoiseRatio,internalLinkCount,languageLinkCount,linkRate,listRate,lix,longSentenceRate,longWordRate,longestSectionLength,longestSentenceLength,longestSubsectionLength,longestSubsubsectionLength,miyazaki,nominalizationRate,oneSyllableWordCount,oneSyllableWordRate,pageRank,paragraphCount,paragraphLength,passiveSentenceRate,peacockWordRate,prepositionRate,pronounRate,questionCount,questionRate,reciprocity,referenceCount,referenceSectionRate,referenceSectionsCount,referenceWordRate,registeredEditorRate,sectionCount,sectionLength,sectionNesting,sentenceBeginArticleRate,sentenceBeginCoordinatingConjunctionRate,sentenceBeginInterrogativePronounRate,sentenceBeginPrepositionRate,sentenceBeginPronounRate,sentenceBeginSubordinatingConjunctionRate,sentenceCount,sentenceLength,shortSentenceRate,shortestSectionLength,shortestSentenceLength,shortestSubsectionLength,shortestSubsubsectionLength,smogIndex,stopwordRate,subsectionCount,subsectionLength,subsectionNesting,subsubsectionCount,subsubsectionLength,syllableCount,tableCount,templateCount,to_be_verbRate,triviaSectionsCount,weaselWordRate,wordCount,wordLength,wordSyllables,has_flaw
32,1753,76.21739130430001,8.69565217391,17.7985826936,0.0,0.141330356833,0,5,5554,16.3212423625,18.9409368635,0.0,270,15.9319707922,69.9592668024,8,30.0407331976,23,11,0.4783,2.0909,1,0.125,0,15.078268839100001,31.806333751100002,13.8594704684,17.6481696172,16,0,0.0,3,0.41853360488799995,93,0,0.0175801447777,0.0454096742349,61.0247010288,25.641025641,35.845213849299995,355.0,158,72.0,18.4473,10.4072247637,0.10183299389,402,40.9368635438,0.0,101,0.386138613861,12.8205128205,0.0,0.0,0.0,0,0.0,0.0322580645161,0,0.0,1,0.0,91.30434782610001,8,117.0,1.0,2.5641025641,0.0,0.0,25.641025641,15.3846153846,2.5641025641,39,25.179487179499997,43.5897435897,0.0,1,3.0,10.555,14.9614766261,21.283095723,8,38.875,0.0,0,22.2201,1735,0,22,1.32382892057,0,0.40733197556,982,5.6558044806500005,1.76680244399,yes
5546,1893,11.4036144578,39.156626506,10.640403616,0.0,7.04373253145,0,9,5825,11.3674369748,15.2941176471,0.0,28,10.369122358,36.974789916,8,63.025210083999994,166,57,0.3434,2.9123,10,2.0,0,10.3813139801,52.747687802399994,11.768907562999999,13.329768270899999,5,0,0.0,29,0.37563025210100004,56,2,0.0669491525424,0.018302828619,41.9798828622,7.575757575760001,23.9495798319,627.0,43,76.0981,18.4473,38.4028889738,0.252100840336,653,54.8739495798,0.0,18,3.66666666667,39.3939393939,0.6722689075630001,0.0,0.0,0,0.0,0.517857142857,1,0.2,1,0.000847457627119,60.843373494,5,222.8,0.0,7.575757575760001,0.0,0.0,16.6666666667,36.3636363636,3.0303030303,66,18.0303030303,40.9090909091,0.0,1,4.61916,10.555,12.095453409700001,41.512605042,0,28.6204,0.0,0,22.2201,1910,0,38,3.02521008403,0,0.7563025210079999,1190,4.89495798319,1.60504201681,yes
2161,2369,64.027027027,13.5135135135,8.785858585860002,0.0,8.4436424119,0,5,786,10.740370370399999,14.1975308642,0.0,66,9.5328369248,32.7160493827,7,67.2839506173,37,20,0.5405,1.85,1,1.0,0,9.74746352413,51.409040403999995,11.3888888889,11.569921436600001,1,1,1.0,245,0.444444444444,296,1,0.132075471698,0.0,44.356902356899994,0.0,29.6296296296,0.0,21,76.0981,18.4473,45.541545454499996,0.0,93,57.4074074074,1e-06,4,2.75,45.4545454545,1.85185185185,0.0,0.0,0,0.0,0.8277027027030001,0,0.0,0,0.0,86.4864864865,1,0.0,0.0,27.2727272727,0.0,0.0,9.090909090910001,9.090909090910001,9.090909090910001,11,14.7272727273,45.4545454545,0.0,2,4.61916,10.555,10.920055096199999,43.2098765432,0,28.6204,0.0,0,22.2201,269,0,39,3.08641975309,0,2.4691358024700003,162,4.85185185185,1.6604938271599998,yes
1649,2426,25.536842105300003,35.789473684200004,11.8566267943,0.0,5.32145397129,0,1,4222,12.3669617225,19.8564593301,0.0,11,11.8883856459,46.2918660287,23,53.7081339713,95,32,0.3368,2.9688,5,1.6666666666699999,0,11.3831578947,47.2921052632,12.159090909100001,15.5425837321,8,0,0.0,9,0.319377990431,7,0,0.0113924050633,0.159914712154,49.8612440191,15.909090909100001,30.8612440191,2.0,80,261.0,18.4473,33.6269043062,0.837320574163,437,52.2727272727,0.0,38,1.15789473684,50.0,0.47846889952200006,0.0,0.0,1,2.27272727273,1.2857142857100001,1,0.125,2,0.00126582278481,64.2105263158,3,0.666666666667,1.6666666666699999,20.4545454545,0.0,0.0,4.54545454545,6.818181818180001,0.0,44,19.0,50.0,0.0,1,0.0,10.555,13.638694383299999,38.2775119617,5,108.2,0.0,0,22.2201,1386,0,16,4.4258373205699995,0,0.956937799043,836,5.05023923445,1.6578947368399999,yes
5532,2746,65.380952381,4.7619047619,13.723998203099999,0.0,5.16287285744,0,9,2410,12.6379454927,16.3522012579,0.0,0,11.4498790955,42.3480083857,7,57.6519916143,42,29,0.6905,1.4483,3,1.5,0,13.133141659200001,41.3611320755,12.358490565999999,15.6265947889,2,2,1.0,7,0.427672955975,24,0,0.0824524312896,0.055888223552900004,52.9029649596,23.809523809499996,30.1886792453,0.0,53,76.0981,18.4473,26.4695229111,0.0,243,50.943396226400004,0.0,8,2.625,47.61904761899999,0.83857442348,0.0,0.0,0,0.0,0.29166666666700003,0,0.0,1,0.0,95.2380952381,2,0.0,0.0,9.52380952381,0.0,0.0,28.5714285714,23.809523809499996,0.0,21,22.714285714299997,19.0476190476,0.0,2,4.61916,10.555,13.5559732582,43.1865828092,0,28.6204,0.0,0,22.2201,803,0,15,2.51572327044,0,0.0,477,5.052410901469999,1.68343815514,yes
1512,1299,86.6,6.666666666669999,9.063480138169998,0.0,6.57370517271,0,3,920,10.4113989637,12.9533678756,0.0,42,11.1429379965,42.487046632100004,6,57.512953367899996,15,9,0.6,1.6667,1,1.0,0,6.70115284974,75.6648208117,12.5388601036,11.614680483599999,1,0,0.0,16,0.440414507772,13,0,0.0810810810811,0.11057692307700001,40.4356649396,0.0,24.3523316062,0.0,24,76.0981,18.4473,44.5408877375,0.0,96,49.7409326425,0.0,3,4.0,50.0,0.0,0.0,0.0,0,0.0,1.23076923077,0,0.0,1,0.0,93.3333333333,1,0.0,0.0,33.3333333333,0.0,0.0,8.333333333330001,33.3333333333,0.0,12,16.0833333333,33.3333333333,0.0,1,4.61916,10.555,10.9056941504,41.4507772021,0,28.6204,0.0,0,22.2201,262,0,18,4.66321243523,0,0.0,193,4.76683937824,1.35751295337,yes
2243,2362,25.956043956,28.5714285714,11.7056773399,0.0,5.42178127586,0,5,5610,11.236982758599998,15.2586206897,0.0,0,11.52441133,43.4482758621,13,56.5517241379,91,36,0.3956,2.5278,1,0.2,0,11.5109852217,49.428965517200005,11.2456896552,14.389162561600001,8,0,0.0,29,0.322413793103,19,0,0.0210157618214,0.0514950166113,45.5418719212,23.214285714299997,24.8275862069,610.0,44,238.0,18.4473,34.3644285714,0.172413793103,677,58.3620689655,0.0,15,3.73333333333,46.428571428599994,0.0,0.0,0.0,0,0.0,1.52631578947,12,1.5,1,0.0105078809107,71.4285714286,5,222.0,0.6,17.8571428571,0.0,0.0,21.428571428599998,12.5,1.78571428571,56,20.7142857143,35.7142857143,0.0,1,139.0,10.555,12.737629515,43.7068965517,3,180.33333333299998,0.0,0,22.2201,1870,0,14,3.53448275862,0,0.689655172414,1160,4.836206896549999,1.6120689655200002,yes
370,2606,47.3818181818,5.454545454550001,7.55148058252,0.0,7.538399640780001,0,3,493,10.0618446602,20.3883495146,0.0,6,10.7137407767,40.7766990291,2,59.2233009709,55,25,0.4545,2.2,0,0.0,0,9.47979368932,50.029010922299996,11.6990291262,13.3053398058,2,0,0.0,37,0.36893203883500003,23,3,0.330097087379,0.127118644068,42.972087378599994,12.5,30.0970873786,0.0,30,76.0981,18.4473,50.32032524270001,0.970873786408,57,55.3398058252,0.0,4,2.0,50.0,0.0,0.0,0.0,0,0.0,1.60869565217,0,0.0,1,0.0,94.5454545455,2,0.0,0.0,12.5,0.0,0.0,25.0,25.0,0.0,8,12.875,75.0,0.0,1,4.61916,10.555,11.874119674600001,46.6019417476,0,28.6204,0.0,0,22.2201,175,1,13,4.85436893204,0,1.94174757282,103,4.78640776699,1.69902912621,yes
5597,1879,208.777777778,0.0,7.246301145660001,0.0,8.038393921439999,0,2,856,8.943829787230001,8.510638297869999,0.0,21,9.981079541729999,35.6382978723,0,64.3617021277,9,5,0.5556,1.8,1,1.0,0,7.37340425532,67.9565384615,10.9042553191,9.188870703760001,1,0,0.0,3,0.382978723404,6,0,0.0437158469945,0.0,35.206219312600005,7.692307692310001,20.7446808511,0.0,36,76.0981,18.4473,51.6631178396,0.0,114,60.638297872299994,0.0,5,2.6,53.8461538462,0.531914893617,0.0,0.0,0,0.0,0.5,1,1.0,1,0.00546448087432,100.0,1,0.0,0.0,15.3846153846,0.0,0.0,7.692307692310001,23.0769230769,7.692307692310001,13,14.461538461500002,69.2307692308,0.0,1,4.61916,10.555,9.0764362025,45.7446808511,0,28.6204,0.0,0,22.2201,276,0,13,7.446808510639999,0,0.0,188,4.55319148936,1.4680851063799998,yes
5552,1892,52.5555555556,5.55555555556,11.3765634495,0.0,6.5533329901699995,0,2,2623,13.297134268499999,26.8537074148,0.0,117,11.143276753499999,42.4849699399,1,57.5150300601,36,17,0.4722,2.1176,2,1.0,0,13.105377205999998,29.7737281014,12.635270541099999,17.180192643399998,2,1,0.5,20,0.270541082164,25,0,0.05702647657840001,0.07183364839319999,47.3592992436,12.903225806500002,31.262525050100002,0.0,49,76.0981,18.4473,35.3131878596,0.20040080160300003,245,49.0981963928,0.0,8,3.875,51.6129032258,0.0,0.0,0.0,0,0.0,0.8,3,1.5,1,0.0061099796334,94.4444444444,2,0.0,0.0,35.4838709677,0.0,0.0,12.903225806500002,6.451612903230001,3.22580645161,31,16.0967741935,54.8387096774,0.0,1,4.61916,10.555,14.3875993675,45.29058116229999,0,28.6204,0.0,0,22.2201,948,0,16,4.60921843687,0,0.801603206413,499,5.25651302605,1.8997995991999999,yes
959,1476,20.7887323944,5.6338028169,14.0791067169,0.0,4.55195097384,0,1,19312,12.8087486856,21.713985278699997,0.0,89,11.9680243159,45.4784437434,3,54.5215562566,71,32,0.4507,2.2188,5,0.833333333333,0,12.8001564464,44.604884973500006,13.927444795,17.9636428919,6,2,0.33333333333299997,7,0.192166140904,116,1,0.0463631315936,0.12805616073599999,55.6083711626,26.219512195100002,32.4132492114,2226.0,93,76.0981,18.4473,25.090647918800002,0.657202944269,1540,40.483701366999995,0.0,46,3.5652173913,45.7317073171,0.0788643533123,0.0,0.0,0,0.0,0.060344827586199995,0,0.0,1,0.0,94.3661971831,6,591.0,0.0,12.804878048800001,1.21951219512,0.0,25.0,7.92682926829,3.0487804877999998,164,23.195121951199997,31.0975609756,0.0,1,4.61916,10.555,15.292174786199999,40.247108307,0,28.6204,0.0,0,22.2201,6236,0,19,2.7865404837,0,0.34174553102,3804,5.07676130389,1.63932702419,yes
3999,2209,20.4537037037,17.5925925926,9.29164778374,0.0,7.271104061339999,0,8,2909,12.436153846199998,21.2880143113,0.0,21,11.031890880499999,42.9338103757,6,57.0661896243,108,32,0.2963,3.375,5,0.714285714286,2,10.1738079905,44.2468380044,12.701252236099998,13.4840946134,7,0,0.0,174,0.38282647585,207,2,0.157608695652,0.0217391304348,46.7692705228,4.44444444444,34.3470483005,187.0,35,76.0981,18.4473,43.341664440500004,0.178890876565,272,48.6583184258,1e-06,13,3.4615384615400004,24.444444444400002,0.357781753131,0.0,0.0,0,0.0,0.8405797101450001,0,0.0,1,0.0,82.4074074074,7,71.4285714286,0.0,6.666666666669999,0.0,0.0,37.777777777800004,15.5555555556,0.0,45,12.4222222222,68.8888888889,0.0,1,4.61916,10.555,11.906926143900002,43.828264758500005,0,28.6204,0.0,0,22.2201,991,0,64,4.114490161,0,0.357781753131,559,5.20393559928,1.77280858676,yes
2022,1082,38.6428571429,7.1428571428600005,7.95880894143,0.0,8.26668951637,0,2,2143,10.28132287,12.7802690583,0.0,4,9.9006183313,35.4260089686,4,64.5739910314,28,19,0.6786,1.4737,1,0.2,0,8.1481736649,60.716224351099996,11.0201793722,10.5181682294,5,0,0.0,3,0.369955156951,32,0,0.0589569160998,0.0112107623318,38.403043891799996,0.0,24.8878923767,257.0,27,76.0981,18.4473,48.7456737328,0.67264573991,267,59.865470852,0.0,8,4.125,36.3636363636,0.224215246637,0.0,0.0,0,0.0,0.09375,0,0.0,1,0.0,92.85714285709999,5,74.2,0.0,27.2727272727,0.0,0.0,3.0303030303,15.151515151500002,0.0,33,13.5151515152,60.606060606099994,0.0,1,4.61916,10.555,10.198484688999999,41.0313901345,0,28.6204,0.0,0,22.2201,698,0,30,4.70852017937,0,0.448430493274,446,4.80493273543,1.5650224215200002,yes
727,3633,46.576923076899995,15.3846153846,12.457137745999999,0.0,5.0440555187800005,0,6,2746,11.7383542039,15.9212880143,0.0,297,11.7646173524,44.722719141300004,14,55.277280858699996,78,52,0.6667,1.5,4,2.0,0,12.5531395349,43.356686046499995,12.191413237899999,14.9685152057,2,0,0.0,348,0.404293381038,274,2,0.08909090909089999,0.0,48.8703041145,30.7692307692,27.370304114499998,0.0,57,76.0981,18.4473,31.4282415027,0.0,291,52.0572450805,1e-06,8,3.25,46.1538461538,0.357781753131,0.0,0.0,0,0.0,1.2700729926999998,0,0.0,1,0.0,84.6153846154,2,0.0,0.0,19.2307692308,0.0,0.0,11.538461538499998,7.692307692310001,0.0,26,21.5,34.6153846154,0.0,1,4.61916,10.555,13.1337213151,40.0715563506,0,28.6204,0.0,0,22.2201,936,0,46,3.93559928444,0,1.78890876565,559,4.912343470480001,1.67441860465,yes
5761,2716,14.0725388601,19.170984456,15.4281693022,0.0,5.01193884178,0,3,9343,13.752723713599998,20.9172259508,0.0,22,11.306891593900001,40.8836689038,26,59.1163310962,193,81,0.4197,2.3827,4,0.4,0,14.849912659700001,32.221096350100005,11.4513422819,18.164150654300002,10,3,0.3,245,0.324384787472,179,21,0.0636261261261,0.0760416666667,55.36563390640001,28.7671232877,30.8724832215,554.0,72,76.0981,18.4473,19.8105662407,0.7270693512299999,1019,56.991051454099996,2e-06,23,3.17391304348,41.095890411,0.5033557046980001,0.0,0.0,0,0.0,1.3687150838,10,1.0,2,0.00563063063063,80.829015544,10,159.0,0.0,20.5479452055,0.0,0.0,8.21917808219,13.698630137,6.84931506849,73,24.493150684899998,23.2876712329,0.0,1,4.61916,10.555,15.3975251618,43.95973154359999,0,28.6204,0.0,0,22.2201,3165,0,31,3.2997762863499998,0,0.782997762864,1788,5.2253914988800005,1.77013422819,yes
2701,752,94.0,0.0,11.0226470588,0.0,6.3660534023899995,0,1,1426,12.7838405797,19.565217391300003,0.0,6,11.3069879795,43.4782608696,2,56.5217391304,8,7,0.875,1.1429,0,0.0,1,11.220750213099999,43.5322634271,12.3913043478,14.320204603599999,2,0,0.0,1,0.42753623188400003,53,0,0.05535055350549999,0.0655172413793,48.1193520887,5.882352941180001,31.884057971,0.0,31,76.0981,18.4473,36.7361764706,0.0,140,50.7246376812,0.0,3,5.666666666669999,47.058823529399994,0.36231884057999997,0.0,0.0,0,0.0,0.0188679245283,0,0.0,1,0.0,100.0,2,0.0,0.0,29.4117647059,0.0,0.0,5.882352941180001,17.6470588235,0.0,17,16.2352941176,35.2941176471,0.0,1,4.61916,10.555,12.7618706018,38.768115942,0,28.6204,0.0,0,22.2201,479,0,20,4.34782608696,0,1.8115942028999998,276,5.16666666667,1.7355072463799999,yes
5245,2785,5.85084033613,45.16806722689999,11.8458308923,0.0,5.64806786435,0,3,11010,11.910184767899999,17.665615142,0.0,-1,11.4432694006,43.2176656151,19,56.7823343849,476,134,0.2815,3.5522,11,2.2,0,10.7967217778,52.9436991607,12.2397476341,14.991246056800001,17,2,0.4,101,0.276250563317,183,6,0.0793499043977,0.203654358584,48.60925529520001,20.5357142857,28.7967552952,2032.0,62,887.0,416.0,33.7340877648,0.450653447499,1148,51.7350157729,0.0,25,4.48,53.571428571400006,0.22532672374899998,0.0,0.0,0,0.0,0.551912568306,0,0.0,1,0.0,54.83193277310001,5,407.2,0.8,29.464285714299997,0.0,0.0,16.9642857143,4.46428571429,4.46428571429,112,19.8125,38.3928571429,0.0,1,0.0,0.0,13.246950766,40.3785488959,4,506.5,2.0,8,204.25,3509,0,59,3.37990085624,0,0.540784136999,2219,4.96169445696,1.58134294727,yes
3974,2213,24.318681318699998,36.2637362637,14.6262398823,0.0,3.827623395880001,0,1,1774,17.010794702000002,36.754966887399995,0.0,36,13.670796983099999,58.2781456954,11,41.7218543046,91,30,0.3297,3.0333,4,0.5714285714289999,0,16.194392936,8.83999264165,13.741721854300001,21.4130978661,7,0,0.0,3,0.377483443709,29,2,0.13289036544900001,0.472854640981,63.4665194996,16.6666666667,46.688741721899994,53.0,45,76.0981,18.4473,22.4013340692,0.331125827815,126,41.7218543046,0.0,10,1.8,27.7777777778,0.0,0.0,0.0,0,0.0,0.103448275862,1,0.14285714285700002,1,0.00332225913621,63.7362637363,7,16.0,0.0,33.3333333333,0.0,0.0,0.0,5.55555555556,0.0,18,16.7777777778,55.5555555556,0.0,1,4.61916,10.555,16.6014705087,34.1059602649,0,28.6204,0.0,0,22.2201,646,0,14,2.3178807947,0,1.65562913907,302,5.87417218543,2.13907284768,yes
1488,2448,19.428571428599998,27.7777777778,10.138731080700001,0.0,6.81527539745,0,6,3205,9.03650904033,12.1001390821,0.0,143,10.1097752025,34.3532684284,13,65.6467315716,126,40,0.3175,3.15,9,1.8,0,9.41368117483,65.2363820257,11.926286509,13.2988791622,5,1,0.2,20,0.36022253129299997,33,2,0.056417489421699996,0.024827586206900003,39.088644359,32.3529411765,17.9415855355,289.0,50,76.0981,18.4473,40.6503924568,0.13908205841399998,387,53.8247566064,0.0,12,2.83333333333,32.3529411765,0.278164116829,0.0,0.0,0,0.0,0.606060606061,0,0.0,1,0.0,72.2222222222,5,135.0,0.0,2.9411764705900003,0.0,0.0,14.7058823529,29.4117647059,11.7647058824,34,21.1470588235,35.2941176471,0.0,1,4.61916,10.555,11.7615470028,45.340751043100006,0,28.6204,0.0,0,22.2201,1021,0,29,3.33796940195,0,0.973574408901,719,4.4575799721800005,1.42002781641,yes
2130,1036,28.0,29.729729729699997,11.430139338399998,0.0,6.41651274577,0,1,2207,13.7855097087,16.0194174757,0.0,302,11.4068786767,44.417475728199996,1,55.582524271800004,37,12,0.3243,3.0833,15,2.5,0,10.2664509169,48.6356868033,12.026699029100001,12.511470694000002,6,0,0.0,4,0.40291262135899997,34,0,0.0886699507389,0.0240384615385,46.5699388709,7.407407407410001,31.3106796117,159.0,38,76.0981,18.4473,35.0333466379,0.0,219,53.1553398058,0.0,12,2.25,29.6296296296,0.0,0.0,0.0,0,0.0,0.117647058824,1,0.166666666667,1,0.00246305418719,70.2702702703,6,54.0,0.0,18.5185185185,0.0,0.0,18.5185185185,11.1111111111,0.0,27,15.2592592593,48.148148148100006,0.0,1,4.61916,10.555,11.5634883858,37.1359223301,0,28.6204,0.0,0,22.2201,695,0,14,3.15533980583,0,0.0,412,5.3567961165,1.6868932038799997,yes
263,1694,41.3170731707,17.0731707317,3.94724738676,0.0,8.7116985935,0,1,548,7.02699186992,8.130081300810001,0.0,112,10.2342226481,39.0243902439,5,60.9756097561,41,9,0.2195,4.5556,3,1.0,0,5.10472125436,74.1126219512,9.87804878049,6.76631823461,3,0,0.0,4,0.43902439024400003,16,0,0.113821138211,0.0,29.1109175377,0.0,20.325203252,79.0,16,76.0981,18.4473,64.3778641115,0.813008130081,83,67.4796747967,0.0,3,4.66666666667,14.2857142857,0.813008130081,0.0,0.0,0,0.0,0.25,0,0.0,1,0.0,82.9268292683,3,26.3333333333,0.0,7.1428571428600005,0.0,0.0,7.1428571428600005,35.7142857143,0.0,14,8.78571428571,85.7142857143,0.0,1,4.61916,10.555,7.629100498860001,38.2113821138,0,28.6204,0.0,0,22.2201,180,0,91,2.43902439024,0,2.43902439024,123,4.45528455285,1.4634146341499998,yes
4586,2878,19.4459459459,10.8108108108,12.249979140399999,0.0,5.6080480391,0,2,4582,11.5937886873,20.4909284952,0.0,2,11.2480480353,41.51547492,6,58.48452508,148,41,0.277,3.6098,4,0.666666666667,0,11.454181381600002,50.871340957600005,12.7961579509,16.7145532163,9,2,0.33333333333299997,78,0.273212379936,276,8,0.0765027322404,0.200174825175,47.762903851800004,27.2727272727,26.4674493063,416.0,81,115.0,18.4473,32.2386252062,0.533617929562,450,48.0256136606,0.0,24,1.8333333333300001,47.7272727273,0.213447171825,0.0,0.0,0,0.0,0.28260869565200003,0,0.0,1,0.0,89.18918918920001,6,129.33333333299998,0.5,36.3636363636,0.0,0.0,11.3636363636,6.818181818180001,4.54545454545,44,21.2954545455,43.181818181800004,0.0,1,68.0,10.555,14.4415510709,43.7566702241,3,92.0,0.0,0,22.2201,1488,2,40,3.9487726787599997,0,0.533617929562,937,4.890074706509999,1.58804695838,yes
3724,2234,27.925,17.5,7.3234412550100005,0.0,8.67598908545,0,4,3509,9.5511481976,13.751668891900001,0.0,252,9.5280975968,33.110814419200004,10,66.8891855808,80,33,0.4125,2.4242,9,1.2857142857100001,0,6.845742656880001,69.8043683244,12.129506008,10.850667556700001,9,1,0.14285714285700002,145,0.40186915887900004,137,1,0.09017496635260001,0.0106524633822,35.9384178905,3.5714285714300003,22.563417890500002,377.0,41,162.0,18.4473,51.2696108144,0.267022696929,393,52.4699599466,0.0,12,4.66666666667,48.214285714300004,0.534045393858,0.0,0.0,0,0.0,1.05839416058,7,0.777777777778,1,0.009421265141319999,82.5,7,96.14285714290001,0.28571428571400004,25.0,0.0,0.0,5.3571428571399995,17.8571428571,0.0,56,13.375,57.1428571429,0.0,1,94.0,10.555,10.428228014,46.328437917200006,2,128.0,0.0,0,22.2201,1093,0,52,6.4085447263,0,1.60213618158,749,4.684913217619999,1.45927903872,yes
4428,2906,25.4912280702,47.368421052600006,10.0763254393,0.0,6.120554290549999,0,1,1212,12.8955844156,20.3463203463,0.0,78,11.9662340463,48.4848484848,3,51.5151515152,114,39,0.3421,2.9231,9,2.25,0,10.2955589509,45.4507333843,12.792207792200001,13.5738222562,4,1,0.25,147,0.337662337662,103,4,0.177489177489,0.336206896552,40.8609625668,5.882352941180001,27.2727272727,0.0,31,76.0981,18.4473,40.3029541635,0.865800865801,111,48.0519480519,1e-06,3,5.666666666669999,35.2941176471,0.43290043289999997,0.0,0.0,0,0.0,1.42718446602,0,0.0,1,0.0,52.631578947399994,4,0.0,0.0,5.882352941180001,5.882352941180001,0.0,0.0,11.7647058824,5.882352941180001,17,13.5882352941,64.7058823529,0.0,1,4.61916,10.555,12.107204646400001,38.961038961,0,28.6204,0.0,0,22.2201,403,0,19,8.65800865801,0,1.2987012987,231,5.24675324675,1.7445887445900001,yes
2126,1037,24.690476190500004,9.52380952381,13.4539143731,0.0,5.613002871209999,0,3,3591,10.7412712975,12.8440366972,0.0,26,10.5890156138,36.0419397117,1,63.9580602883,42,13,0.3095,3.2308,11,2.2,0,10.5984626474,64.3763920926,12.8833551769,15.3109480122,5,1,0.2,12,0.384010484928,25,3,0.055629139072799996,0.0295629820051,49.679729139399996,36.6666666667,24.246395806,262.0,61,76.0981,18.4473,27.761650764499997,0.13106159895199998,362,47.4442988204,0.0,8,3.75,50.0,0.524246395806,0.0,0.0,0,0.0,0.48,0,0.0,1,0.0,90.4761904762,5,96.6,0.0,46.6666666667,0.0,0.0,10.0,6.666666666669999,6.666666666669999,30,25.4333333333,30.0,0.0,1,4.61916,10.555,12.8994949366,44.4298820446,0,28.6204,0.0,0,22.2201,1052,0,48,2.35910878113,0,1.31061598952,763,4.70642201835,1.37876802097,yes
4311,2147,19.3423423423,36.936936936900004,14.1723782061,0.0,5.900027677560001,0,1,10261,12.984116475899999,21.9014435042,0.0,8,10.668725031000001,37.2822299652,17,62.7177700348,111,45,0.4054,2.4667,7,0.875,0,13.415364308900001,40.010404844899995,12.6530612245,17.9973590109,8,0,0.0,25,0.234942757591,49,2,0.0105368790768,0.111457868926,52.907782793500004,29.8850574713,29.8158287705,552.0,69,76.0981,18.4473,24.71037209,0.19910403185699999,984,48.9795918367,0.0,19,4.57894736842,47.1264367816,0.298656047785,0.0,0.0,0,0.0,0.510204081633,0,0.0,1,0.0,63.0630630631,8,230.25,0.0,10.3448275862,10.3448275862,0.0,11.494252873599999,10.3448275862,6.896551724139999,87,23.091954023000003,28.735632183899998,0.0,1,4.61916,10.555,15.317635241,45.495271279200004,0,28.6204,0.0,0,22.2201,3405,0,33,3.8825286212,0,1.2444001991,2009,5.1075161772,1.69487307118,yes
2201,2366,38.1612903226,20.9677419355,10.8990296561,0.0,5.881500363840001,0,4,17170,10.3857533497,17.5006836205,0.0,2,11.1264564933,41.0172272354,2,58.9827727646,62,30,0.4839,2.0667,0,0.0,0,11.4345878953,49.470652242700005,11.689909762100001,15.1723404873,12,0,0.0,93,0.214383374351,302,6,0.0191657271702,0.0179905895378,43.7552974857,17.3184357542,23.3251298879,2416.0,56,850.0,18.4473,37.560380507,0.21875854525600003,2026,55.400601586,1e-06,23,7.7826086956500005,42.458100558699996,0.16406890894200002,0.0,0.0,0,0.0,0.307947019868,0,0.0,1,0.0,79.0322580645,9,381.444444444,0.33333333333299997,18.4357541899,0.0,0.0,10.055865921799999,17.3184357542,6.703910614530001,179,20.4301675978,30.726256983200003,0.0,1,726.0,10.555,13.3567644481,44.92753623189999,3,803.333333333,0.0,0,22.2201,5906,0,31,3.06261963358,0,0.738310090238,3657,4.69510527755,1.61498496035,yes
4043,2201,37.9482758621,24.1379310345,12.3155765702,0.0,5.83415325406,0,9,2692,11.8621651376,15.0458715596,0.0,65,11.079109738900002,40.5504587156,10,59.4495412844,58,19,0.3276,3.0526,4,4.0,0,11.7464678899,48.181056810200005,11.522935779800001,14.4029640085,1,1,1.0,8,0.350458715596,25,0,0.0679245283019,0.025408348457400004,48.3009880028,30.7692307692,27.339449541300002,0.0,35,76.0981,18.4473,31.950556527899998,0.0,308,56.5137614679,0.0,10,2.6,30.7692307692,0.183486238532,0.0,0.0,0,0.0,0.32,0,0.0,1,0.0,75.8620689655,1,0.0,0.0,19.2307692308,0.0,0.0,26.9230769231,11.538461538499998,3.84615384615,26,20.9615384615,30.7692307692,0.0,1,4.61916,10.555,12.727043981400001,40.5504587156,0,28.6204,0.0,0,22.2201,885,0,14,1.46788990826,0,0.183486238532,545,4.93944954128,1.6238532110100001,yes
